# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles:ppp'
# Event count (approx.): 21822785868
#
# Overhead  Command          Shared Object                            Symbol                                                                                                                                                                                                                                        
# ........  ...............  .......................................  ..............................................................................................................................................................................................................................................
#
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd7890
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017e8fd0
     0.00%  TeamViewer       TeamViewer                               [.] open@plt
     0.00%  stremio          [kernel.kallsyms]                        [k] ktime_get_ts64
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001fb409b
     0.00%  node             perf-4007.map                            [.] 0x00000d71a5a88420
     0.00%  firefox          libxul.so                                [.] 0x000000000404fd10
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] sock_alloc_send_pskb
     0.00%  chrome           chrome                                   [.] 0x0000000003f09727
     0.00%  chrome           chrome                                   [.] 0x0000000001c70840
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x0000000001b5e1b0
     0.00%  JS Watchdog      [kernel.kallsyms]                        [k] dequeue_entity
     0.00%  Web Content      libxul.so                                [.] 0x00000000008fe258
     0.00%  TeamViewer       [kernel.kallsyms]                        [k] cap_capable
     0.00%  gmain            libglib-2.0.so.0.5600.3                  [.] 0x000000000004c536
     0.00%  stremio          libdbus-1.so.3.19.4                      [.] dbus_connection_get_dispatch_status
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] update_load_avg
     0.00%  chrome           chrome                                   [.] 0x0000000006e0bfc1
     0.00%  chrome           chrome                                   [.] 0x00000000034555ae
     0.00%  chrome           chrome                                   [.] 0x0000000006890e40
     0.00%  Compositor       libpthread-2.27.so                       [.] __pthread_mutex_lock
     0.00%  swapper          [kernel.kallsyms]                        [k] sched_ttwu_pending
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] __cgroup_account_cputime
     0.00%  jetbrains-toolb  libQt5Core.so.5.10.1                     [.] 0x00000000002d2ef5
     0.00%  chrome           chrome                                   [.] 0x00000000077bc1b5
     0.00%  chrome           chrome                                   [.] 0x00000000032e42e0
     0.00%  chrome           chrome                                   [.] 0x00000000032f0f30
     0.00%  Chrome_IOThread  [unknown]                                [k] 0xfffffe000010e003
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] unix_stream_read_generic
     0.00%  Timer            [kernel.kallsyms]                        [k] get_futex_key
     0.00%  Timer            libpthread-2.27.so                       [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x0000000003f68285
     0.00%  nautilus         libglib-2.0.so.0.5600.3                  [.] 0x000000000001f4c0
     0.00%  chrome           chrome                                   [.] 0x0000000002326dd9
     0.00%  WebExtensions    perf-9023.map                            [.] 0x00002767963048f3
     0.00%  sleep            [kernel.kallsyms]                        [k] find_busiest_group
     0.00%  chrome           [kernel.kallsyms]                        [k] update_load_avg
     0.00%  chrome           chrome                                   [.] 0x00000000032feaa4
     0.00%  chrome           chrome                                   [.] 0x0000000003f0936d
     0.00%  WebExtensions    [kernel.kallsyms]                        [k] do_page_fault
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd5745
     0.00%  swapper          [kernel.kallsyms]                        [k] sched_idle_set_state
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] 0x00000000002e36fd
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                  [.] g_slice_alloc
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000107b08e
     0.00%  stremio          libc-2.27.so                             [.] __libc_disable_asynccancel
     0.00%  Timer            [kernel.kallsyms]                        [k] try_to_wake_up
     0.00%  Chrome_IOThread  [unknown]                                [k] 0xfffffe00000b601b
     0.00%  Timer            libxul.so                                [.] 0x00000000008e3387
     0.00%  swapper          [kernel.kallsyms]                        [k] hrtimer_run_queues
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] reweight_entity
     0.00%  Web Content      libxcb.so.1.1.0                          [.] 0x000000000000e30a
     0.00%  JS Helper        libmozjs-52.so.0.0.0                     [.] 0x00000000005f01e0
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN10QEventLoop4execE6QFlagsINS_17ProcessEventsFlagEE
     0.00%  chrome           chrome                                   [.] 0x00000000036ee37f
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] g_private_get
     0.00%  Xorg             Xorg                                     [.] 0x0000000000139a92
     0.00%  kworker/7:2      [kernel.kallsyms]                        [k] _raw_spin_unlock_irqrestore
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bdfbed
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bdbae1
     0.00%  chrome           libc-2.27.so                             [.] __libc_enable_asynccancel
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] g_mutex_unlock
     0.00%  chrome           [kernel.kallsyms]                        [k] dequeue_entity
     0.00%  chrome           chrome                                   [.] 0x000000000343a615
     0.00%  chrome           chrome                                   [.] 0x0000000007333b0f
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bca260
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001fdb032
     0.00%  WebExtensions    libc-2.27.so                             [.] __clock_gettime
     0.00%  systemd-resolve  systemd-resolved                         [.] 0x0000000000027a7e
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017e9010
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x000000000108590e
     0.00%  gsd-color        libglib-2.0.so.0.5600.3                  [.] g_main_context_check
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d5920
     0.00%  chrome           chrome                                   [.] 0x000000000196ecc4
     0.00%  Web Content      libpthread-2.27.so                       [.] __pthread_mutex_unlock
     0.00%  chrome           chrome                                   [.] 0x0000000006dfda82
     0.00%  P2P_DISCOVER     dropbox                                  [.] take_gil
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_check_oneshot_broadcast_this_cpu
     0.00%  chrome           chrome                                   [.] 0x0000000004bc6e97
     0.00%  chrome           chrome                                   [.] 0x00000000067bd9f0
     0.00%  node             [kernel.kallsyms]                        [k] update_curr
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] _raw_spin_lock_irqsave
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000109ad04
     0.00%  chrome           [kernel.kallsyms]                        [k] __wake_up_common
     0.00%  Chrome_IOThread  [unknown]                                [k] 0xfffffe00000e201b
     0.00%  xtl-netreq-4     dropbox                                  [.] PyUnicode_Format
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001088a9f
     0.00%  chrome           chrome                                   [.] 0x000000000196ed46
     0.00%  Compositor       libstdc++.so.6.0.25                      [.] 0x00000000000a9e53
     0.00%  chrome           chrome                                   [.] 0x0000000001b3ca0f
     0.00%  chrome           libX11.so.6.3.0                          [.] 0x000000000003d880
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000026d7f50
     0.00%  swapper          [kernel.kallsyms]                        [k] tick_program_event
     0.00%  JS Watchdog      [kernel.kallsyms]                        [k] schedule
     0.00%  systemd-resolve  [kernel.kallsyms]                        [k] free_info_entries
     0.00%  Web Content      libxul.so                                [.] 0x00000000008ee6c0
     0.00%  chrome           chrome                                   [.] 0x00000000033b878a
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x000000000444d7c5
     0.00%  Web Content      [vdso]                                   [.] 0x0000000000000974
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN23QCoreApplicationPrivate16sendPostedEventsEP7QObjectiP11QThreadData
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x0000000000049481
     0.00%  chrome           libX11.so.6.3.0                          [.] _XSend
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017be510
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] hrtimer_try_to_cancel
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x0000000002551264
     0.00%  chrome           chrome                                   [.] 0x00000000036f32d0
     0.00%  chrome           chrome                                   [.] 0x00000000037b1e83
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] native_sched_clock
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010be074
     0.00%  chrome           chrome                                   [.] 0x0000000004b8c3e0
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000018b89e7
     0.00%  chrome           chrome                                   [.] 0x000000000740fa40
     0.00%  stremio          [kernel.kallsyms]                        [k] get_nohz_timer_target
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x0000000000049570
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e1a74
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                  [.] 0x000000000004980c
     0.00%  xtl-netreq-4     dropbox                                  [.] CRYPTO_lock
     0.00%  xtl-netreq-4     dropbox                                  [.] PyObject_GetAttr
     0.00%  Chrome_ChildIOT  [unknown]                                [k] 0xfffffe000008a01b
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d8700
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e49c0
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] delete_node
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                    [.] evutil_gettime_monotonic_
     0.00%  stremio          libpthread-2.27.so                       [.] __pthread_rwlock_unlock
     0.00%  containerd       [kernel.kallsyms]                        [k] do_select
     0.00%  stremio          libpthread-2.27.so                       [.] __pthread_getspecific
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] cpumask_next_and
     0.00%  kworker/5:1      [kernel.kallsyms]                        [k] vma_interval_tree_subtree_search
     0.00%  TeamViewer       TeamViewer                               [.] 0x00000000000da00c
     0.00%  chrome           [kernel.kallsyms]                        [k] ___sys_recvmsg
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] __fdget
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000002553405
     0.00%  Compositor       libpthread-2.27.so                       [.] __pthread_mutex_unlock
     0.00%  swapper          [kernel.kallsyms]                        [k] hrtimer_wakeup
     0.00%  swapper          [kernel.kallsyms]                        [k] enqueue_hrtimer
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010dc0f0
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000006ca0e5
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] __wake_up_common_lock
     0.00%  Compositor       [kernel.kallsyms]                        [k] do_futex
     0.00%  chrome           [kernel.kallsyms]                        [k] dequeue_task_fair
     0.00%  chrome           chrome                                   [.] 0x0000000003eddabb
     0.00%  Web Content      libglib-2.0.so.0.5600.3                  [.] g_private_get
     0.00%  stremio          [kernel.kallsyms]                        [k] __mnt_drop_write_file
     0.00%  node             perf-4007.map                            [.] 0x00000d71a44748e9
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN23QCoreApplicationPrivate29sendThroughObjectEventFiltersEP7QObjectP6QEvent
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] deactivate_task
     0.00%  chrome           libglib-2.0.so.0.5600.3                  [.] g_mutex_unlock
     0.00%  i915/signal:0    [kernel.kallsyms]                        [k] intel_pstate_update_util
     0.00%  chrome           [kernel.kallsyms]                        [k] read_tsc
     0.00%  WebExtensions    libpthread-2.27.so                       [.] __pthread_mutex_unlock
     0.00%  Xorg             Xorg                                     [.] 0x00000000000ede83
     0.00%  Timer            firefox                                  [.] clock_gettime@plt
     0.00%  stremio          [kernel.kallsyms]                        [k] import_iovec
     0.00%  thermald         libc-2.27.so                             [.] malloc
     0.00%  thermald         libstdc++.so.6.0.25                      [.] _ZNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEE9_M_appendEPKcm
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] _cond_resched
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                        [k] rs_rate_scale_perform
     0.00%  chrome           chrome                                   [.] 0x0000000006794459
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b2299
     0.00%  chrome           chrome                                   [.] 0x0000000001a65d4b
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] pthread_rwlock_unlock@plt
     0.00%  swapper          [kernel.kallsyms]                        [k] load_balance
     0.00%  chrome           [kernel.kallsyms]                        [k] kmem_cache_alloc_node
     0.00%  chrome           chrome                                   [.] 0x000000000303740d
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] copy_msghdr_from_user
     0.00%  Compositor       [kernel.kallsyms]                        [k] sched_clock_cpu
     0.00%  nautilus         [kernel.kallsyms]                        [k] entry_SYSCALL_64_after_hwframe
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] intel_pstate_update_util
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] __fput
     0.00%  node             perf-4007.map                            [.] 0x00000d71a44746ea
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000000dfb740
     0.00%  chrome           chrome                                   [.] 0x0000000003edda90
     0.00%  Web Content      perf-8921.map                            [.] 0x000024aead26b640
     0.00%  Web Content      libxul.so                                [.] 0x00000000017c2700
     0.00%  chrome           chrome                                   [.] 0x0000000003eacb70
     0.00%  chrome           [kernel.kallsyms]                        [k] sockfd_lookup_light
     0.00%  teamviewerd      libc-2.27.so                             [.] fclose@@GLIBC_2.2.5
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010855f0
     0.00%  swapper          [kernel.kallsyms]                        [k] lock_hrtimer_base.isra.20
     0.00%  stremio          libX11.so.6.3.0                          [.] 0x000000000003dcf5
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010db0cf
     0.00%  teamviewerd      teamviewerd                              [.] 0x00000000004829c0
     0.00%  xtl-netreq-4     _ctypes.cpython-36m-x86_64-linux-gnu.so  [.] PyType_stgdict@plt
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010872bd
     0.00%  Xorg             Xorg                                     [.] 0x0000000000052c43
     0.00%  Web Content      libxul.so                                [.] 0x0000000003db9b65
     0.00%  swapper          [kernel.kallsyms]                        [k] __handle_irq_event_percpu
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001066b30
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd3120
     0.00%  sublime_text     [kernel.kallsyms]                        [k] schedule_hrtimeout_range_clock
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] 0x00000000002e407c
     0.00%  teamviewerd      teamviewerd                              [.] 0x0000000000067bd8
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x0000000003ec33a5
     0.00%  chrome           [kernel.kallsyms]                        [k] switch_to_thread_stack
     0.00%  chrome           chrome                                   [.] 0x00000000056ed414
     0.00%  Timer            [kernel.kallsyms]                        [k] __update_idle_core
     0.00%  chrome           chrome                                   [.] 0x0000000003ed1663
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001066ae0
     0.00%  gsd-color        [kernel.kallsyms]                        [k] fput
     0.00%  chrome           chrome                                   [.] 0x0000000003082eae
     0.00%  stremio          [kernel.kallsyms]                        [k] sock_recvmsg
     0.00%  gnome-shell      libcairo.so.2.11510.0                    [.] pixman_region32_n_rects@plt
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x0000000000b8dc40
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001066aab
     0.00%  chrome           chrome                                   [.] 0x0000000003775ca7
     0.00%  chrome           chrome                                   [.] 0x0000000003ec6c20
     0.00%  chrome           libX11.so.6.3.0                          [.] 0x000000000003dec3
     0.00%  chrome           chrome                                   [.] 0x00000000032ace80
     0.00%  swapper          [kernel.kallsyms]                        [k] irq_enter
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e4c2d
     0.00%  chrome           [kernel.kallsyms]                        [k] futex_wait_queue_me
     0.00%  Compositor       [vdso]                                   [.] 0x0000000000000977
     0.00%  P2P_DISCOVER     dropbox                                  [.] sem_timedwait@plt
     0.00%  swapper          [kernel.kallsyms]                        [k] handle_irq
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010d96a8
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000003fb1500
     0.00%  chrome           chrome                                   [.] 0x000000000343a599
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_atomic_set_fb_for_plane
     0.00%  Compositor       [kernel.kallsyms]                        [k] __switch_to
     0.00%  swapper          [kernel.kallsyms]                        [k] __accumulate_pelt_segments
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000198780
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x0000000000090d09
     0.00%  stremio          libX11.so.6.3.0                          [.] pthread_mutex_lock@plt
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] get_mem_cgroup_from_mm
     0.00%  chrome           [kernel.kallsyms]                        [k] _copy_from_user
     0.00%  teamviewerd      teamviewerd                              [.] 0x000000000042610a
     0.00%  Chrome_IOThread  [unknown]                                [k] 0xfffffe000005e01b
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001066b30
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] dequeue_task_fair
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001088b88
     0.00%  Compositor       [kernel.kallsyms]                        [k] __seccomp_filter
     0.00%  Timer            [kernel.kallsyms]                        [k] deactivate_task
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001084048
     0.00%  node             node (deleted)                           [.] 0x00000000004ed4a0
     0.00%  Timer            libxul.so                                [.] 0x0000000000875907
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d59e0
     0.00%  TeamViewer       [kernel.kallsyms]                        [k] futex_wake
     0.00%  chrome           chrome                                   [.] 0x0000000001bdeae3
     0.00%  chrome           perf-17861.map                           [.] 0x0000244d2d2820a0
     0.00%  chrome           chrome                                   [.] 0x000000000327cf20
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000283866a
     0.00%  swapper          [kernel.kallsyms]                        [k] run_timer_softirq
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] __switch_to_asm
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bd124c
     0.00%  jetbrains-toolb  libglib-2.0.so.0.5600.3                  [.] g_ptr_array_remove_range
     0.00%  Web Content      libxul.so                                [.] 0x00000000008e1fc0
     0.00%  Web Content      [kernel.kallsyms]                        [k] __schedule
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000093ee30
     0.00%  kworker/5:1      [kernel.kallsyms]                        [k] i915_gem_object_put_pages_gtt
     0.00%  gnome-terminal-  libgdk-3.so.0.2200.30                    [.] gdk_window_begin_draw_frame
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] prefetch_freepointer
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010d9d0d
     0.00%  Xorg             [kernel.kallsyms]                        [k] __fdget_pos
     0.00%  jetbrains-toolb  [kernel.kallsyms]                        [k] timerqueue_add
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d47df
     0.00%  Web Content      libxul.so                                [.] 0x000000000401fed7
     0.00%  Xorg             [kernel.kallsyms]                        [k] drm_ioctl_kernel
     0.00%  chrome           chrome                                   [.] 0x0000000007108215
     0.00%  node             node (deleted)                           [.] 0x00000000008ccf5a
     0.00%  chrome           [kernel.kallsyms]                        [k] native_sched_clock
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000029e7b18
     0.00%  Web Content      libxul.so                                [.] 0x00000000008f74c2
     0.00%  dockerd          [kernel.kallsyms]                        [k] _raw_spin_lock
     0.00%  chrome           [unknown]                                [k] 0xfffffe000005e000
     0.00%  WebExtensions    libxul.so                                [.] 0x00000000029888b0
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010bdc10
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b2c87
     0.00%  Web Content      libxul.so                                [.] 0x00000000008f77c0
     0.00%  swapper          [kernel.kallsyms]                        [k] rebalance_domains
     0.00%  Compositor       [kernel.kallsyms]                        [k] seccomp_run_filters
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b07c0
     0.00%  Compositor       [kernel.kallsyms]                        [k] __switch_to_xtra
     0.00%  Web Content      libnspr4.so                              [.] PR_GetCurrentThread
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                        [k] __udp4_lib_rcv
     0.00%  sleep            [kernel.kallsyms]                        [k] free_ldt_pgtables
     0.00%  Timer            libxul.so                                [.] 0x00000000008e0a6b
     0.00%  swapper          [kernel.kallsyms]                        [k] xhci_irq
     0.00%  Xorg             Xorg                                     [.] PictureGetFilterId
     0.00%  QtWebEngineProc  perf-474.map                             [.] 0x0000010155c795c8
     0.00%  Chrome_IOThread  libstdc++.so.6.0.25                      [.] free@plt
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] __check_object_size
     0.00%  mpv/cache        [kernel.kallsyms]                        [k] __schedule
     0.00%  Compositor       libpthread-2.27.so                       [.] __pthread_rwlock_unlock
     0.00%  node             [kernel.kallsyms]                        [k] unmap_single_vma
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000007c26c0
     0.00%  JS Watchdog      [vdso]                                   [.] __vdso_gettimeofday
     0.00%  sublime_text     sublime_text                             [.] 0x00000000002398ba
     0.00%  Timer            [kernel.kallsyms]                        [k] _copy_from_user
     0.00%  Timer            [kernel.kallsyms]                        [k] enqueue_hrtimer
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] kmem_cache_alloc_node
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000031bd7d5
     0.00%  Compositor       [kernel.kallsyms]                        [k] __switch_to_asm
     0.00%  nacl_helper      [kernel.kallsyms]                        [k] cpuacct_charge
     0.00%  chrome           chrome                                   [.] 0x00000000069e11b0
     0.00%  swapper          [kernel.kallsyms]                        [k] __switch_to_xtra
     0.00%  chrome           chrome                                   [.] 0x0000000003f20bd0
     0.00%  firefox          [kernel.kallsyms]                        [k] mutex_unlock
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001086870
     0.00%  chrome           chrome                                   [.] 0x0000000005705800
     0.00%  WebExtensions    [unknown]                                [k] 0xfffffe000010e000
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d431b
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010e0cc0
     0.00%  chrome           chrome                                   [.] 0x0000000001c70790
     0.00%  chrome           libpthread-2.27.so                       [.] __clock_gettime@plt
     0.00%  stremio          [kernel.kallsyms]                        [k] __switch_to
     0.00%  chrome           chrome                                   [.] 0x0000000006939d2c
     0.00%  LIST_LEGACY      dropbox                                  [.] _PyObject_Malloc
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x0000000000090d00
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x000000000004c544
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000018511f0
     0.00%  jetbrains-toolb  [kernel.kallsyms]                        [k] _raw_spin_lock
     0.00%  Compositor       [kernel.kallsyms]                        [k] switch_mm
     0.00%  WebExtensions    libxul.so                                [.] 0x00000000008821a7
     0.00%  Web Content      libxul.so                                [.] 0x0000000003a15d30
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000189a3be
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001088b0d
     0.00%  chrome           chrome                                   [.] 0x0000000003422cc0
     0.00%  Timer            [kernel.kallsyms]                        [k] seccomp_run_filters
     0.00%  Timer            libxul.so                                [.] 0x00000000008f9a3b
     0.00%  chrome           chrome                                   [.] 0x0000000003eeafa0
     0.00%  90captive_porta  [kernel.kallsyms]                        [k] page_counter_try_charge
     0.00%  chrome           chrome                                   [.] 0x00000000025517e0
     0.00%  kworker/7:2      [kernel.kallsyms]                        [k] rcu_all_qs
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000002c9a1e3
     0.00%  stremio          libX11.so.6.3.0                          [.] _XSend
     0.00%  Xorg             Xorg                                     [.] 0x00000000000f1a18
     0.00%  Web Content      libxul.so                                [.] 0x0000000000888514
     0.00%  firefox          libxul.so                                [.] 0x0000000003ec3b20
     0.00%  kworker/5:1      [kernel.kallsyms]                        [k] evict
     0.00%  VIEW_AGGREGATOR  dropbox                                  [.] PyFrame_New
     0.00%  VIEW_AGGREGATOR  dropbox                                  [.] _PyEval_EvalFrameDefault
     0.00%  Web Content      [kernel.kallsyms]                        [k] __virt_addr_valid
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000004988bf0
     0.00%  swapper          [kernel.kallsyms]                        [k] update_cfs_group
     0.00%  Web Content      [kernel.kallsyms]                        [k] __secure_computing
     0.00%  chrome           chrome                                   [.] 0x0000000003efce23
     0.00%  Compositor       [kernel.kallsyms]                        [k] entry_SYSCALL_64_after_hwframe
     0.00%  chrome           chrome                                   [.] 0x000000000679c8d6
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010db0d8
     0.00%  jetbrains-toolb  jetbrains-toolbox                        [.] 0x000000000001dce0
     0.00%  stremio          [kernel.kallsyms]                        [k] account_entity_dequeue
     0.00%  swapper          [kernel.kallsyms]                        [k] perf_event_task_tick
     0.00%  Compositor       [kernel.kallsyms]                        [k] __update_idle_core
     0.00%  swapper          [kernel.kallsyms]                        [k] first_online_pgdat
     0.00%  stremio          [kernel.kallsyms]                        [k] sys_poll
     0.00%  WebExtensions    libxul.so                                [.] 0x0000000003eb8050
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] memset@plt
     0.00%  chrome           libpthread-2.27.so                       [.] __pthread_enable_asynccancel
     0.00%  node             [kernel.kallsyms]                        [k] enqueue_entity
     0.00%  Web Content      [unknown]                                [k] 0xfffffe000008a01b
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b3220
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] wait_for_unix_gc
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] cpus_share_cache
     0.00%  ActorThread #5   [kernel.kallsyms]                        [k] in_group_p
     0.00%  Compositor       libstdc++.so.6.0.25                      [.] malloc@plt
     0.00%  chrome           chrome                                   [.] 0x00000000034735a7
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000083eef0
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b450e
     0.00%  chrome           chrome                                   [.] 0x00000000064426f5
